                                                                               Exhibit D-1
                                                                     List of Restaurant Franchisees
                                                                        As of December 28, 2025




 State   City                Restaurant #   Address                    Zip     Phone          Franchisee Entity
 IL      Naperville          3167           3344 S Rte 59              60564   630-637-1111   JS Fort Group, Inc.
 IL      Naperville          3781           1012 N Washington St       60563   331-204-6604   JS Fort Group, Inc.
 IL      New Lenox           693            2334 E Lincoln Highway     60451   815-485-2725   Butts Largent Investment Group Inc.
 IL      Niles               2521           9641 N Milwaukee Ave       60714   847-257-7615   JJNISK, Inc.
 IL      Niles               295            5612 W Touhy Ave           60714   847-588-0808   JS Fort Group, Inc.
 IL      Niles               648            7954 N Waukegan Rd         60714   847-470-8300   JJNISK, Inc.
 IL      Normal              2714           208 Landmark Dr            61761   309-451-4700   Butts Largent Investment Group Inc.
 IL      Normal              413            207 W North St             61761   309-452-8200   Butts Largent Investment Group Inc.
 IL      Normal              414            305 S Main St              61761   309-451-1800   Butts Largent Investment Group Inc.
                                            2301 North Green Bay Road,
 IL      North Chicago       3108                                      60064   847-603-2999   JJSA7, Inc.
                                            Unit A
 IL      Northlake           3104           101 W North Ave            60164   708-409-4300   JS Fort Group, Inc.
 IL      Oak Lawn            904            10400 S Cicero Ave         60453   708-499-8800   MKMA Gourmet, Inc.
 IL      Oak Park            456            709 Lake St                60301   708-763-0569   JS Fort Group, Inc.
 IL      Oakbrook Terrace    422            18W 048 22nd St            60181   630-916-1616   XS, Inc.
 IL      O'Fallon            277            1171 N Green Mount Rd      62269   618-632-6700   Kidds Restaurants Inc.
 IL      Orland Park         899            18088 S Wolf Rd            60467   708-478-3630   Butts Largent Investment Group Inc.
 IL      Orland Park         972            15110 La Grange Rd         60462   708-349-2233   JS Fort Group, Inc.
 IL      Oswego              2992           4551 IL Rte 71             60543   331-999-3510   JS Fort Group, Inc.
 IL      Oswego              508            340 5th St                 60543   630-229-0018   JS Fort Group, Inc.
 IL      Ottawa              8              1202 Columbus St           61350   815-433-9133   Fernandez Lockas Group, Inc.
 IL      Palatine            233            774 Euclid Ave             60067   847-776-6600   JS Fort Group, Inc.
 IL      Palatine            636            746 E Dundee Rd            60074   847-776-9696   JS Fort Group, Inc.
 IL      Palos Heights       409            11908 S Harlem Ave         60463   708-361-3333   JS Fort Group, Inc.
 IL      Park Ridge          3947           112 S Northwest Highway    60068   847-823-5551   JS Fort Group, Inc.
 IL      Pekin               2870           2925 Court St              61554   309-353-4900   Rope & Clark JJ Development Co.
 IL      Peoria              1481           8516 N Knoxville Ave       61615   309-692-8900   Ober Restaurants, Inc.
 IL      Peoria              17             4700 N University St       61614   309-692-2222   Ober Fifth Subs, Inc.
 IL      Peoria              28             208 SW Adams               61602   309-637-4444   Ober Fourth Subs, Inc.
 IL      Peoria              2877           7424 N Orange Prairie Rd   61615   309-692-9900   Ober Sixth Subs, Inc.
 IL      Peoria              3289           1121 W Main St             61606   309-673-9999   Ober Third Subs, Inc.
 IL      Peoria              666            3720 N Prospect            61614   309-682-6000   Ober Restaurants, Inc.
 IL      Peru                167            1501 38th St               61354   815-220-1440   Riewaldt, Inc.
 IL      Plainfield          3508           15420 S Rte 59             60544   815-782-8462   JS Fort Group, Inc.
 IL      Plainfield          4510           7825 Canton Farm Road      60586   815-230-6506   SHREE MARUTI KENDALL, INC.
 IL      Plainfield          630            12632 S Rte 59             60585   815-436-8002   JS Fort Group, Inc.
 IL      Pontiac             4000           1041 W. Reynolds Street    61764   815-842-2200   Butts Largent Investment Group Inc.
 IL      Princeton           4143           1210 N Main Street         61356   815-915-2070   Riewaldt, Inc.
 IL      Prospect Heights    483            1204 S Milwaukee Ave       60090   847-520-7618   Prospects Sandwich LLC
 IL      Quincy              158            1828 Broadway              62301   217-223-0000   TCE-ICE, Inc.
 IL      Quincy              3633           4500 Broadway St           62305   217-214-5646   WJA Enterprises, Inc.
 IL      Rantoul             3639           710 W Champaign Ave        61866   217-892-8230   Subwars, LLC - Rantoul Series
 IL      Riverwoods          1207           2047 Milwaukee Ave         60015   847-947-8932   JJSA7, Inc.
 IL      Rochelle            2382           370 Illinois Rte 38 E      61068   815-561-2100   JS Fort Group, Inc.
 IL      Rock Falls          2494           511 1st Ave                61071   815-632-3928   AMD33, LLC
 IL      Rock Island         2537           4400 Blackhawk Rd          61201   309-786-9800   Best Samwich Stores, Inc.
 IL      Rockford            1247           3416 S Alpine Rd           61109   815-874-6900   JSB Coastal LLC
 IL      Rockford            3897           308 E State St             61104   815-977-5372   DWTB, LLC


2026 Jimmy John's FDD
Ex. D-1 - List of Restaurant Franchisees                               19

