                                                                               Exhibit D-1
                                                                     List of Restaurant Franchisees
                                                                        As of December 28, 2025




 State   City                Restaurant #   Address                    Zip     Phone          Franchisee Entity
 TX      Austin              416            3203 Red River Rd          78705   512-499-0100   JJ Austin, LLC
 TX      Austin              4185           7900 N FM 620 Rd.          78726   512-551-2484   NextGen3 Inc.
 TX      Austin              491            515 Congress Ave.          78701   512-457-4900   JJ Austin, LLC
 TX      Austin              694            2937 W Anderson Ln         78757   512-465-9700   JJ Austin, LLC
 TX      Austin              832            6317 Bee Caves Rd          78746   512-327-6500   JJ Austin, LLC
 TX      Austin              984            10900 Research Blvd        78759   512-340-0050   JJ Austin, LLC
 TX      Beaumont            3006           475 S 11th St              77701   409-239-7205   GATO CIEGO LLC
 TX      Bellaire            1527           5124 Bissonnet St          77401   713-662-0056   Earl & Markus Restaurants LP
 TX      Belton              2099           203 N I-35                 76513   254-933-7772   Butts Largent Investment Group II, Inc.
 TX      Benbrook            3720           8512 Benbrook Blvd         76126   817-249-7447   ABC&M Services, LLC
 TX      Bonham              4545           1727 N. Hwy 121, #200      75418   903-583-7812   MSNM Holdings LLC
 TX      Burleson            3068           674 SW Wilshire Blvd       76028   817-887-9325   GH Food Group, LLC
 TX      Carrollton          1652           1745 E Hebron Pkwy         75010   972-394-7242   The Bamboo Group, LLC
 TX      Carrollton          3335           2460 Lacy Ln               75006   972-243-8000   Johnny Kuo Subs, LLC
 TX      Cedar Park          1810           1400 E Whitestone Blvd     78613   512-259-1030   JJ Austin, LLC
 TX      Cibolo              4436           2640 FM 1103 #1            78108   210-949-7019   Mr. Pasos Lassos, LLC
 TX      Cleburne            4246           1151 Katherine P Raines Dr 76031   682-317-1714   Genco Sandwiches, LLC
 TX      College Station     1227           200 University Dr E        77840   979-695-9200   Bushwood Investments, LLC
 TX      College Station     2041           3505 Longmire Dr           77845   979-696-2035   Bushwood Investments, LLC
 TX      Columbus            4650           4301 US-90                 78934   979-773-3390   Alleyton Food Services LLC
 TX      Commerce            4401           2300 Morris Drive          75428   903-468-3212   Sodexo Operations, LLC
 TX      Coppell             1753           171 N Denton Tap Rd        75019   972-462-1144   CJQ Mutt Corporation
 TX      Copperas Cove       4581           901 E Business Highway 190 76522   254-452-0044   Butts Largent Investment Group II, Inc.
 TX      Cypress             2438           17330 Spring Cypress Rd    77429   281-758-0840   HTX JJ 2438 LLC
 TX      Dallas              1163           1414 Elm St                75202   214-741-2970   Bushwood Investments, LLC
 TX      Dallas              1280           1222 N Bishop Ave          75208   214-941-4417   Bushwood Investments, LLC
 TX      Dallas              1367           18152 Preston Rd           75252   972-964-1900   Premium Loaves III, Inc.
 TX      Dallas              1523           1810 W Mockingbird Ln      75235   214-879-0030   RRB Foods TX LLC
 TX      Dallas              2273           2817 Howell St             75204   214-720-3800   Bushwood of Dallas, LLC
 TX      Dallas              2669           2416 Victory Park Ln       75219   214-981-9121   RRB Victory Park LP
 TX      Dallas              2715           4201 Gaston Ave            75246   214-515-9177   GH Food Group, LLC
 TX      Dallas              3101           3100 Forest Ln             75234   972-406-1000   Johnny Kuo Investments, LLC
 TX      Dallas              3480           3850 W Northwest Hwy       75220   214-654-0321   AM TEX Ventures, LLC
 TX      Dallas              3644           7742 Forest Ln             75230   214-706-6959   Premium Loaves III, Inc.
 TX      Dallas              3800           9003 Garland Rd            75218   469-899-6721   Premium Loaves III, Inc.
 TX      Dallas              3851           5315 Greenville Ave        75206   972-807-9091   Make Subs Great Again, LLC
 TX      Dallas              529            6411 Hillcrest Ave         75205   214-526-4782   Bushwood Investments, LLC
 TX      Dallas              935            2222 Medical District Dr   75235   214-484-1730   DZ Ventures, LLC
 TX      Deer Park           2172           8015 Spencer Hwy           77536   281-930-7528   Znub #6, LLC
 TX      Denton              1785           2219 S Loop 288            76205   940-483-0100   Premium Loaves III, Inc.
 TX      Denton              423            107 Ave A                  76201   940-484-5466   Premium Loaves III, Inc.
 TX      El Paso             2758           1115 Airway Blvd           79925   915-222-8010   Blue Rock 2758 LLC
 TX      El Paso             2759           931 N Resler Dr            79912   915-581-2215   Blue Rock 2759 LLC
 TX      El Paso             3398           2500 N Mesa St             79902   915-533-8880   Blue Rock 3398 LLC
 TX      Euless              3062           2301 W Airport Fwy         76040   817-283-3938   Zier Sandwiches, LLC
 TX      Euless              4244           3050 Hwy 360.              76039   999-999-9999   Genco Sandwiches, LLC
 TX      Farmers Branch      3023           13701 Midway Rd            75244   972-934-8000   Premium Loaves III, Inc.
 TX      Flower Mound        1824           2321 Cross Timbers Rd      75028   972-539-8689   CLYTON LLC


2026 Jimmy John's FDD
Ex. D-1 - List of Restaurant Franchisees                               49

