                                                                                   Exhibit D-1
                                                                         List of Restaurant Franchisees
                                                                            As of December 28, 2025




 State   City                Restaurant #   Address                       Zip     Phone          Franchisee Entity
 AZ      Phoenix             2176           21001 N Tatum Blvd            85050   480-321-8052   Atlas 0519, Inc.
 AZ      Phoenix             2178           430 E Bell Rd                 85022   602-688-8473   Atlas 0519, Inc.
 AZ      Phoenix             2180           7000 N 16th St                85020   602-688-8435   Atlas 0519, Inc.
 AZ      Phoenix             2391           10045 W Camelback Rd          85037   623-872-2910   Atlas NGC, Inc.
 AZ      Phoenix             2500           620 E Roosevelt St            85004   602-688-8429   Atlas 0519, Inc.
 AZ      Phoenix             2501           20235 N Cave Creek Rd         85024   602-688-8446   Atlas 0519, Inc.
 AZ      Phoenix             2502           3110 N Central Ave            85013   602-759-8932   Atlas 0519, Inc.
 AZ      Phoenix             3972           2215 W Deer Valley Rd.        85027   999-999-999    Atlas 0519, Inc.
 AZ      Phoenix             4063           4740 S 48th St                85040   602-437-1800   GH Food Group, LLC
 AZ      Phoenix             4230           35004 N North Valley Pkwy     85086   999-999-9999   Irusta Group, LLC
 AZ      Phoenix             4468           5313 N 29th Ave               85017   602-247-2200   Sodexo Operations, LLC
 AZ      Phoenix             4669           678 E. Thunderbird Rd         85022   480-564-1290   Walters Boys 2 LLC
 AZ      Prescott Valley     2737           3292 N Glassford Hill Rd      86314   928-772-8297   Ryley Foods, LLC
 AZ      Queen Creek         2511           20928 E Heritage Loop Rd      85142   480-420-3353   B & B Phoenix, LLC
 AZ      San Tan Valley      2513           1662 W Hunt Hwy               85143   480-409-5003   B & B Phoenix, LLC
 AZ      Scottsdale          1554           15425 N Scottsdale Rd         85260   480-699-0737   Atlas 0519, Inc.
 AZ      Scottsdale          1694           8320 N Hayden Rd              85258   480-353-2721   Atlas 0519, Inc.
 AZ      Scottsdale          2503           4032 N Scottsdale Rd          85251   480-285-1311   Atlas 0519, Inc.
 AZ      Scottsdale          2504           10460 N 90th St               85258   480-285-3101   Atlas 0519, Inc.
 AZ      Sierra Vista        3057           2270 E Fry Blvd               85635   520-439-9999   JJ of SV, LLC
 AZ      Surprise            1761           14155 W Bell Rd               85374   623-584-4444   GH Food Group, LLC
 AZ      Surprise            4677           17865 W Bell Rd, Suite 105    85374   623-303-2490   Walters Boys LLC
 AZ      Tempe               1472           780 W Elliot Rd               85284   480-339-8888   B & B Phoenix, LLC
 AZ      Tempe               2191           2010 E Elliot Rd              85284   480-374-3600   B & B Phoenix, LLC
 AZ      Tempe               4052           681 E Apache Blvd             85281   480-839-5200   Bright Crave 81 LLC
 AZ      Tempe               4053           5128 S Rural Rd               85282   480-839-3200   Bright Crave 81 LLC
 AZ      Tempe               4054           2000 E Rio Salado Pkwy        85281   480-839-2100   Bright Crave 81 LLC
 AZ      Tempe               4055           840 E Southern Ave            85282   480-839-4800   GH Food Group TX, LLC
 AZ      Tucson              1014           4356 N Oracle Rd              85705   520-292-9942   Bacus Foods Corp
 AZ      Tucson              1180           63 E Congress                 85701   520-884-0600   Bacus Foods Corp
 AZ      Tucson              1320           6310 E Tanque Verde Rd        85715   520-298-8255   Bacus Foods Corp
 AZ      Tucson              1405           2575 N Campbell Ave           85719   520-881-1010   Bacus Foods Corp
 AZ      Tucson              1865           7350 N La Cholla Blvd         85741   520-469-7827   Taylor Investments LLC
                                            1580 E Tucson Marketplace
 AZ      Tucson              2026                                         85713   520-445-6974   Bacus Foods Corp
                                            Blvd
 AZ      Tucson              2416           3253 E. Valencia Rd           85706   520-639-7122   Bacus Foods Corp
 AZ      Tucson              3943           8260 N Cortaro Rd             85743   520-912-4831   Taylor Investments LLC
 AZ      Tucson              412            749 N Park Ave                85719   520-206-9999   Bacus Foods Corp
 AZ      Tucson              660            5411 E Broadway Blvd          85711   520-747-8888   Bacus Foods Corp
 AZ      Tucson              826            2485 N Swan                   85712   520-326-5112   Bacus Foods Corp
 CA      Apple Valley        3268           12218 Apple Valley Rd         92308   760-247-4500   Apple Valley Sandwiches LLC
 CA      Bakersfield         4386           9827 Panama Ln                93311   661-473-1197   JBC RESTAURANT GROUP, INC.
 CA      Bakersfield         4674           2522 Old Farm Road            93312   661-679-3239   Berg Legacy, Inc.
 CA      Bakersfield         4808           4560 Coffee Rd, Suite C       93308   661-218-9192   Berg Legacy, Inc.
 CA      Beverly Hills       4018           168 S Beverly Dr              90212   310-275-2300   Atlas West, Inc.
 CA      Brea                4049           912 E Imperial Hwy            92821   714-784-6257   B.S. Foods LLC
 CA      Camarillo           3170           5021 Verdugo Way              93012   805-484-4780   Sandwich Sharks, LLC
 CA      Carlsbad            4502           7670 El Camino Real           92009   760-274-6242   Burton Sandwiches LLC
 CA      Chula Vista         4645           2260 Otay Lakes Rd #102       91915   619-349-2398   Burton Sandwiches LLC

2026 Jimmy John's FDD
Ex. D-1 - List of Restaurant Franchisees                                   3

