                                                                         Exhibit D-1
                                                               List of Restaurant Franchisees
                                                                  As of December 28, 2025




 State   City                Restaurant #   Address             Zip     Phone          Franchisee Entity
 WI      Hudson              614            2107 S Onieda St    54016   715-531-1200   JJ & Cudd, Inc.
 WI      Janesville          1364           2108 S Onieda St    53545   608-314-9350   Gourmet Subs of Janesville, Inc.
 WI      Janesville          628            2109 S Onieda St    53548   608-755-0055   DWBANKS, Inc.
 WI      Kaukauna            3806           2110 S Onieda St    54130   920-759-5481   JSB Reach LLC
 WI      Kenosha             659            2111 S Onieda St    53142   262-653-6400   Premium Loaves II, Inc.
 WI      La Crosse           1174           2112 S Onieda St    54601   608-788-2229   Fawver & Company, Inc.
 WI      La Crosse           417            2113 S Onieda St    54601   608-784-4142   Fawver & Company, Inc.
 WI      Lake Geneva         1079           2114 S Onieda St    53147   262-248-4900   LG on a Roll, Inc
 WI      Lake Mills          52             2115 S Onieda St    53551   920-945-0432   KB Subs, LLC
 WI      Madison             232            2116 S Onieda St    53705   608-231-2500   JSB Ventures LLC
 WI      Manitowoc           957            2117 S Onieda St    54220   920-682-9922   Cieszynski Enterprises, Inc.
 WI      Marinette           4170           2118 S Onieda St    54143   715-330-5152   Daffinson Investments, Inc.
 WI      Marshfield          4283           2119 S Onieda St    54449   715-207-0361   Miracle 58, LLC
 WI      Menasha             4091           2120 S Onieda St    54952   920-215-3643   JSB Reach LLC
 WI      Menomonee Falls     1098           2121 S Onieda St    53051   262-781-6700   CSW Group VI, LLC
 WI      Menomonie           1217           2122 S Onieda St    54751   715-235-7827   JNLB, Inc.
 WI      Mequon              238            2123 S Onieda St    53092   262-241-0700   CSW Group II, LLC
 WI      Milwaukee           1010           2124 S Onieda St    53207   414-747-9666   JJS Holt, LLC
 WI      Milwaukee           113            2125 S Onieda St    53233   414-344-1234   Premium Loaves II, Inc.
 WI      Milwaukee           1361           2126 S Onieda St    53221   414-325-6666   JJS 27, LLC
 WI      Milwaukee           2341           2127 S Onieda St    53202   414-347-1234   Premium Loaves II, Inc.
 WI      Milwaukee           276            2128 S Onieda St    53202   414-272-3333   Premium Loaves II, Inc.
 WI      Milwaukee           405            2129 S Onieda St    53202   414-227-1166   Premium Loaves II, Inc.
 WI      Milwaukee           78             2130 S Onieda St    53211   414-967-9014   Premium Loaves II, Inc.
 WI      Milwaukee           859            2131 S Onieda St    53204   414-294-4800   Premium Loaves II, Inc.
 WI      Monroe              1035           2132 S Onieda St    53566   608-325-7827   DW & K
 WI      Mt Pleasant         4790           2133 S Onieda St    53177   262-399-0002   Premium Loaves II, Inc.
 WI      Mt. Pleasant        1055           2134 S Onieda St    53406   262-632-1800   Premium Loaves II, Inc.
 WI      Muskego             1600           2135 S Onieda St    53150   414-422-1400   JAM Sandwiches I, LLC
 WI      Neenah              623            2136 S Onieda St    54956   920-886-9390   Cravem Investments, Inc.
 WI      New Berlin          1316           2137 S Onieda St    53151   262-787-4233   Premium Loaves II, Inc.
 WI      New Richmond        3736           2138 S Onieda St    54017   715-246-4468   New Richmond Subs, LLC
 WI      Oak Creek           542            2139 S Onieda St    53154   414-764-8774   Premium Loaves II, Inc.
 WI      Oconomowoc          1246           2140 S Onieda St    53066   262-560-4150   Premium Loaves II, Inc.
 WI      Onalaska            843            2141 S Onieda St    54650   608-781-4240   Fawver & Company, Inc.
 WI      Oshkosh             1389           2142 S Onieda St    54901   920-232-6600   Subs 4 U 4, LLC
 WI      Oshkosh             670            2143 S Onieda St    54901   920-230-2328   Subs 4 U, LLC
 WI      Pewaukee            1099           2144 S Onieda St    53072   262-574-9999   CSW Group VII, LLC
 WI      Platteville         2007           2145 S Onieda St    53818   608-348-8010   JSB Ventures LLC
 WI      Plover              3877           2146 S Onieda St    54467   715-344-1642   Miracle 58, LLC
 WI      Plymouth            4312           2147 S Onieda St    53073   920-400-1425   Cieszynski Enterprises, Inc.
 WI      Portage             112            2148 S Onieda St    53901   608-745-4627   JSB Ventures LLC
 WI      Racine              1253           2149 S Onieda St    53403   262-634-6544   Premium Loaves II, Inc.
 WI      Reedsburg           4285           2150 S Onieda St    53959   608-927-0577   JSB Ventures LLC
 WI      Rhinelander         4314           2151 S Onieda St    54501   715-420-0285   Miracle 58, LLC
 WI      Rice Lake           2230           2152 S Onieda St    54868   715-719-0231   Skar Enterprises, LLC
 WI      River Falls         1123           2153 S Onieda St    54022   715-425-6222   Candy Lake Investments, LLC
 WI      Shawano             4675           2154 S Onieda St    54166   715-201-0055   Miracle 58, LLC


2026 Jimmy John's FDD
Ex. D-1 - List of Restaurant Franchisees                         58

