                                                                                        Exhibit J-2
                                                                  Popeyes Franchised Restaurants as of December 31, 2025


14795   Ace Brands, LLC                   11810 Interchange Dr                                                             LOUISVILLE       KY 40229-3115    502-768-2493
14841   Ace Brands, LLC                   2618 - W Broadway                                                                LOUISVILLE       KY 40211-1333   (502) 579-8323
15309   Ace Brands, LLC                   10601 Fischer Park Drive                                                         LOUISVILLE       KY   40241       502-768-2664
 5551   North Preston, LLC                5003 Preston Hwy                                                                 LOUISVILLE       KY   40213      (502) 969-5056
13617   NB Foods II LLC                   81 Midtown Blvd                                                                  MADISONVILLE     KY   42431      (270) 263-8002
13081   NB Foods KY, LLC                  819 North 12th Street                                                            MURRAY           KY   42071      (270) 873-4935
14284   Fouzbox QSR, LLC                  1013 - N Main St                                                                 NICHOLASVILLE    KY 40356-2312   (859) 495-5695
12323   Ace Brands, LLC                   2906 State Route 54                                                              OWENSBORO        KY   42303      (270) 240-2482
 9934   Cajun Partners, LLC               2090 Lone Oak Rd                                                                 PADUCAH          KY   42003      (270) 534-8733
13479   Cajun Partners, LLC               3512 Clarks River Rd.                                                            PADUCAH          KY   42003      (270) 558-4784
14957   Fouzbox QSR, LLC                  2052 Merchant Dr                                                                 RICHMOND         KY   40475      (318) 541-0025
 2621   SRG PLK OpCo, LLC.                501 Veterans Memorial Dr                                                         ABBEVILLE        LA   70510      (337) 893-4284
 2178   Thomas A. Antoon                  3701 S MacArthur Dr                                                              ALEXANDRIA       LA   71302      (318) 443-6325
 2888   Thomas A. Antoon                  1011 MacArthur Dr,                                                               ALEXANDRIA       LA   71303      (318) 442-4457
 9114   SRG PLK OpCo, LLC.                1209 W Oak St                                                                    AMITE CITY       LA   70422      (985) 748-5123
10774   SRG PLK OpCo, LLC.                2912 Highway 90 W                                                                AVONDALE         LA   70094      (504) 436-2277
12648   SRG PLK OpCo, LLC.                270 Main St.                                                                     BAKER            LA   70714      (225) 778-0184
 2116   A & M Operating Co., Inc.         111 Hall St                                                                      BASTROP          LA   71220      (318) 283-0242
14435   Compass Group USA, Inc.           Louisiana State University, The 5 Dining Hall                                    BATON ROUGE      LA   70802      (225) 578-6466
 2039   SRG PLK OpCo, LLC.                10706 Florida Blvd                                                               BATON ROUGE      LA   70815      (225) 272-1750
 2688   SRG PLK OpCo, LLC.                2137 Staring Ln                                                                  BATON ROUGE      LA   70810      (225) 766-1700
 2820   SRG PLK OpCo, LLC.                11413 Reulet Ave                                                                 BATON ROUGE      LA   70816      (225) 272-0785
 2855   SRG PLK OpCo, LLC.                5275 Government St                                                               BATON ROUGE      LA   70806      (225) 929-7098
 3099   SRG PLK OpCo, LLC.                9376 Greenwell Springs Rd                                                        BATON ROUGE      LA   70814      (225) 924-3267
 3125   SRG PLK OpCo, LLC.                5120 Jones Creek Rd                                                              BATON ROUGE      LA   70817      (225) 751-8050
 3239   SRG PLK OpCo, LLC.                3777 Choctaw Dr                                                                  BATON ROUGE      LA   70805      (225) 357-3600
 3279   SRG PLK OpCo, LLC.                5946 Airline Hwy                                                                 BATON ROUGE      LA   70805      (225) 355-4441
10502   SRG PLK OpCo, LLC.                18281 Highland Rd                                                                BATON ROUGE      LA   70810      (225) 753-8981
10588   SRG PLK OpCo, LLC.                10613 Burbank Dr                                                                 BATON ROUGE      LA   70810      (225) 444-5323
10665   SRG PLK OpCo, LLC.                14575 Wax Rd                                                                     BATON ROUGE      LA   70818      (225) 302-7317
13204   SRG PLK OpCo, LLC.                1930 O' Neal Lane                                                                BATON ROUGE      LA   70816      (225) 256-1896
 2477   St. Charles Foods, Inc.           8144 Highway 23                                                                  BELLE CHASSE     LA   70037      (504) 394-1505
 2515   SRG PLK OpCo, LLC.                206 Superior Ave                                                                 BOGALUSA         LA   70427      (985) 732-4200
 2188   AMERICAN FOOD OF SHREVEPORT LLC   2104 Airline Dr                                                                  BOSSIER CITY     LA   71111      (318) 888-0857
12773   AMERICAN FOOD OF SHREVEPORT LLC   4100 Barksdale Blvd.                                                             BOSSIER CITY     LA   71112      (318) 317-7747
 5613   St. Charles Foods, Inc.           13210 Highway 90                                                                 BOUTTE           LA   70039      (985) 785-1377
 4222   SRG PLK OpCo, LLC.                2021 Rees St                                                                     BREAUX BRIDGE    LA   70517      (337) 332-3619
 5487   SRG PLK OpCo, LLC.                1040 Baker Hughes Rd                                                             BROUSSARD        LA   70518      (337) 330-2041
 4213   SRG PLK OpCo, LLC.                3920 NW Evangeline Trwy                                                          CARENCRO         LA   70520      (337) 886-0677
 4670   A & M Operating Co., Inc.         7213 Highway 165                                                                 COLUMBIA         LA   71418      (318) 649-7005
 2340   SRG PLK OpCo, LLC.                2801 N Highway 190                                                               COVINGTON        LA   70433      (985) 893-5085
 2279   SRG PLK OpCo, LLC.                2610 N Parkerson Ave                                                             CROWLEY          LA   70526      (337) 783-7546
 2355   SRG PLK OpCo, LLC.                13952 W Main St                                                                  CUT OFF          LA   70345      (985) 693-4616
 7245   SRG PLK OpCo, LLC.                34579 Hwy 16                                                                     DENHAM SPRINGS   LA   70706      (225) 667-3551
 3098   SRG PLK OpCo, LLC.                920 E Fourth St                                                                  DEQUINCY         LA   70633      (337) 786-4880
 2501   SRG PLK OpCo, LLC.                421 N Pine St                                                                    DERIDDER         LA   70634      (337) 462-3551
 2700   SRG PLK OpCo, LLC.                3470 Highway 1 South                                                             DONALDSONVILLE   LA   70346      (225) 473-2704
 2634   SRG PLK OpCo, LLC.                2311 W Laurel Ave                                                                EUNICE           LA   70535      (337) 546-0266
 4067   A & M Operating Co., Inc.         412 S Main St                                                                    FARMERVILLE      LA   71241      (318) 368-0700
 1411   SRG PLK OpCo, LLC.                1501 Joe Hoy Dr                                                                  FRANKLIN         LA   70538      (337) 828-0931
 4065   Premium Food Concepts, Inc.       1420 Washington St                                                               FRANKLINTON      LA   70438      (985) 839-9234
 2356   SRG PLK OpCo, LLC.                1109 N Airline Highway                                                           GONZALES         LA   70737      (225) 647-2838
 4013   SRG PLK OpCo, LLC.                2702 W Highway 30                                                                GONZALES         LA   70737      (225) 647-7119
 5628   SRG PLK OpCo, LLC.                982 Highway 3125                                                                 GRAMERCY         LA   70052      (225) 869-6060
 4309   SRG PLK OpCo, LLC.                412 W Martin Luther King Dr                                                      GRAND COTEAU     LA   70541      (337) 662-5014
13149   SRG PLK OpCo, LLC.                4090 West Main St                                                                GRAY             LA   70359      (985) 873-9733

